Article_Name,Article_Link,Article_Text
CarlSites: cPanel Theme Change,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=141306&SIDs=11871,"Contents Introduction How to Switch Your Theme The Changes How to Access/Install Sites Resources Introduction If you own a cPanel (site collection), we recommend you change your theme from Paper Lantern (1st image below) to Jupiter (2nd image below) as soon as possible. The Paper Lantern theme will no longer be supported by our hosting server, meaning any future bugs that arise from this theme will not be fixed. Fortunately, the switch to a new theme is relatively seamless with minor changes. How to Switch Your Theme Log into sites.carleton.edu using your Carleton credentials Under the General Information section (menu bar right hand side) Look for Theme Click on the drop down menu Click on Jupiter When you switch your theme to Jupiter for the first time, a pop-up message will appear introducing the new Jupiter theme. If you do not see this message or would like more information, click here . The Changes Besides the obvious appearance of the cPanel, there are a couple other changes to make note of. Different options in the left menu bar The Tools menu option in Jupiter works the same way as the Home menu option in Paper Lantern - both are where all cPanel tools are located in. And the User Manager option from Paper Lantern is still accessible in Jupiter. You can access the User Manger tool in the Preferences section of the Tools page. Click here to find more information about the Solutions page in Jupiter theme. Paper Lantern: Home icon ( ) and User Manager icon ( ) Jupiter: Tools Certain tools have been removed Register top-level domain No more image icons next to tools (image examples below) Paper Lantern example Jupiter Example Section order change (table comparison) (Old) Paper Lantern theme (New) Jupiter theme Applications Domains Files Databases Metrics Security Software Advanced Preferences Applications Files Databases Domains Metrics Security Software Advanced Preferences How to Access/Install Sites My Apps The My Apps tool is a shortcut that directs you straight into your installed applications in your cPanel. All Applications The All Applications tool is a shortcut that directs you to all the applications available for installation into your cPanel. Installatron Applications Installer In addition to the My Apps tool, you can access your applications and install new ones using the Installatron Applications Installer . Accessing your sites Click on Installatron Applications Installer Click on the My Applications tab Installing a new Application in your cPanel Click on Installatron Applications Installer Click on the Applications Browser tab Click on the application you’d like to install Click the +Install this application button Resources To read more about this new Jupiter theme, click here . If you have any questions, please email us at@carleton.edu Acknowledgement Created by Em Palencia, 2/9/22, last modified 4/12/23"
Carlsites: Installing Free SSL Certificates,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=150796,"You can install free SSL certificates through Let’s Encrypt . To get started, log into sites.carleton.edu and navigate to your cPanel. Installing an SSL Certificate Under the Security section, click the Let’s Encrypt icon. The interface will list all of your domains with those secured with a Let’s Encrypt certificate at the top. To install a new certificate for a domain click the Issue button next to the domain name. If you would like to use the same certificate for subdomains, like "" www "", check the box next to each one that should be secured. Once you’re ready to go, click the Issue button at the bottom of the page. If successful, the domain will be secured with a free TLS SSL certificate provided by Let’s Encrypt. Wildcard Certificates NOTE: Let’s Encrypt used to not permit the issuance of wildcard certificates however that is no longer the case. When issuing a new certificate, if a wildcard is needed, be sure to select the dns-01 option. You'll then have access to the Include Wildcard*? checkbox. Troubleshooting The Let's Encrypt HTTP Challenge Failed - This error can occur if the domain you are attempting to install an SSL certificate is not currently hosted with us. Let’s Encrypt attempts to verify domain records by reading a file placed in the root directory of the domain. If the domain is not resolving to our servers this test will fail. If you are encountering problems or have any questions, please click the Report Issue button at the top right of this article. Acknowledgement Created by Em Palencia, 4/3/23"
CarlSites Omeka: New Site Guide,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=150655,"Initial Omeka Access When you install an Omeka website (or one is created for you), use the following steps to activate your account and log in. Step 1: Once your Omeka website is set up, an email is sent to your Carleton account. Check your Inbox for an email titled [Installatron] Omeka installed or [Your Name] Activate your account with the [name of website] repository (check your Spam folder if email is not found in Inbox). Step 2: If [Installatron] Omeka installed email, Click the second link that ends in /admin. You will be prompted to a Login page. Click on the Lost your password? link and enter you email address to reset your password. Check your Inbox/Spam folder again for the email titled [Website Title] Reset Your Password Copy and paste the link provided into a new browser window. If Activate your account email, click on the link provided (or copy/paste the link into a new tab in your browser window) Step 3: Create and re-type a new password (make sure to save your password) then click the Activate button How to Log In to Your Site Go to: [YourWebsiteURL].sites.carleton.edu/admin Enter your designated Email Address and Password We recommend you choose a different password than your Carleton ID for improved security. Click the Log In button Key Things to Know About Omeka Typical top level navigation and sections for an Omeka Classic site include: Items : links to a browseable list of items, sortable by type of item and tags. Collections : groups of items, public can dig through collection to find items. Exhibits : Exhibits contain interpretative text and rely on items/sources/objects as their building blocks. About : a simple page good for publishing project descriptions, credits, rights, etc. Search bar : with an option to link to an advanced search page. Please also check out this Omeka Setup Guide for additional steps needed to get your site up and running. Questions? f you have any questions or run into any issues, please use the Report Issue button (located at the top-right) and select Academic website request (CarlSites) under Website Request Type . Acknowledgement Created by Paul Claudel Izabayo ‘25, Thu 3/23/23, last modified by Em Palencia, 9/19/23"
CarlSites: Adding & Managing Users on Omeka,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=150660,"Multiple users can contribute to an Omeka site. Follow the instructions below to add users/collaborators to your Omeka website. From the Dashboard When you’re in the “Manage Site” (Dashboard) view of your Omeka site, click the Users link near the top right of the page. Note: You can also change User roles or remove users from the site Click on the Add a User button Type in the new user's Username, Display name, and Email address Recommendation: the username should match their email address or email ID (Ex. Username: testperson, Email: testperson@carleton.edu) Select the role you wish to give that person Then click the Add User button You can add as many users as you like to an Omeka site. Below are the available roles in Omeka with descriptions: Super – can do everything and has access to the top navigation tabs for Plugins, Appearance, Users, and Settings Admin – Can add, edit, tag, and delete Items, Item Types, files, both their own and created by other users Make items, collections, exhibits, and other content public or not public/featured or not featured. Interact with plugins installed and activated by a Super User. Contributor – ​​​​​​​ Can add,edit, tag, and delete items which they created but cannot publish them Create their own exhibits from items that are public Researcher – can see private/public content, but cannot interact with it in any way When you send an invitation, new users will get an email inviting them to join your site. (Occasionally these invitation emails will end up in Spam folders, so check there if the invitation is not in their Inbox). Questions? Use the Report Issue button at the top right of this article. Acknowledgement Created by Paul Claudel Izabayo '25, 3/24/23, updated 4/20/23"
CarlSites: Adding Exhibits in Omeka,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=150653,"Overview Exhibits contain interpretative text and rely on items/sources/objects as their building blocks. The The Exhibit Builder plugin (which is already installed in CarlSites Omeka Template ) allows you to develop online exhibits, or special web pages, that combine items from your Omeka site and may include narrative text. Continue reading to learn how to add and customize an exhibit to your Omeka website. Note: You need Items in your Omeka site before building exhibit. Getting Started Add an Exhibit Select the Exhibits menu item on the left-hand sidebar Click the Add an Exhibit button Enter Exhibit level Metadata Metadata includes Title, Slug, Credits, Description, Tags, Theme, Summary Page, and Cover Image (all of which are optional). The Slug is what the URL will be. If left blank, the system will automatically generate one based on the title. Best practice is to create specific titles to avoid confusing pages across multiple exhibits. Add Content Page(s) Once you have created an Exhibit you can add Pages to it by clicking the Add Page button at the bottom of the Exhibit Metadata page On the new page, you’ll need to enter another Title (optional slug). To save the page information and continue editing that page, click the Save Changes button. To save the basic information for that page and add another page, click the Save and Add Another Page button. 1. Add Content Blocks, Text, and Items In Omeka exhibits, “content blocks” are where you put your information, such as text and images. There are four basic kinds of blocks: item(s) with text, an item gallery, text only, and file only . Each page can have one or more content blocks. Select a New Block type and click Add new content block Add items and text in the respective places Repeat these steps to add new content blocks to the same page Or repeat the steps earlier in this section to create multiple pages. 2. Organize Pages - Exhibit Navigation When you have multiple pages, you can reorder them by dragging and dropping the Page Titles on the main page of your exhibit. You can also make Subpages by dragging a page directly underneath another page and moving it slightly right. Need Help? Use the Request Service button at the top right of this article. Acknowledgement Created by Paul Claudel Izabayo '25, 3/24/23, updated 4/20/23"
CarlSites: Omeka Setup Guide,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=154371,"In order to upload images, install themes and plugins, and make them work properly, some setup is required after installing Omeka Classic. Below are some areas you will need to set up to get your site up and running. ImageMagick Omeka requires the ImageMagick library in order to resize and generate thumbnails for your images. The setting for this is located under the Settings > General tab and the path to ImageMagick is /usr/bin Uploading Plugins and Themes Omeka provides a variety of open source themes and plugins on their website available for download. However there is no automated process for loading them into your Omeka installation from the admin interface at this time. Here’s how to makes plugins and themes available to your installation. In cPanel you’ll be using the File Manager utility to navigate to the appropriate folder and upload the files. You’ll find a plugins and a themes folder. Inside of those folders are the plugins and themes for your installation. Adding a new one is as easy as uploading a zipped file and extracting it using the built-in tools of the File Manager. You can find a more detailed guide of this process here . Fixing Background PHP Path Some plugins for Omeka a, such as the CSV Import, Neatline and OHMS Import will require that you explicitly specify the background PHP path in order to work properly, as these plugins require PHP-CLI. Start by checking the MultiPHP Manager in your cPanel. In the PHP Version column, you’ll see something along the lines of PHP 8.1 (ea-php81) , which means you are using PHP 8.1 . This is the PHP version you’ll need to specify as the background.php path in your Omeka config files. The paths for the PHP versions we offer are as follows: PHP 7.3 → /usr/local/bin/ea-php73 PHP 7.4 → /usr/local/bin/ea-php74 PHP 8.0 → /usr/local/bin/ea-php80 PHP 8.1 → /usr/local/bin/ea-php81 In the File Manager ​​​​​​​, find the setting named background.php.path and you’ll find it in: $OMEKA_ROOT /application/config/config.ini Questions? f you have any questions or run into any issues, please use the Report Issue button (located at the top-right) and select Academic website request (CarlSites) under Website Request Type Acknowledgement Created by Em Palencia, 9/19/2023"
Carlsites WordPress: New Site Guide,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=150661,"Initial WordPress Access When you install a WordPress website (or one is created for you), use the following steps to activate your account and log in. Step 1: Once your WordPress website is set up, an email is sent to your Carleton account. Check your Spam folder for an email titled [Installatron] WordPress installed or [Website Title] Login Details . Step 2: If [Installatron] WordPress installed email, Click the second link that ends in /wp-admin . You will be prompted to a Login page. Click on the Lost your password? link and enter you username (listed in your email) to reset your password. Check your Inbox/Spam folder again for the email titled [Website Title] Password Reset Copy and paste the link provided into a browser window. If [Website Title] Login Details email, copy and paste the first link in the email into a browser window. Step 3: A password will be automatically generated for you. If you would like to change it, just replace the text with a password of your choosing Step 4: Click Save Password (Make sure to remember and Save your password) then the Log in link provided in the confirmation message How to Log In to Your Site Go to: [YourWebsiteURL].sites.carleton.edu/wp-admin Enter your designated Username or Email Address and Password We recommend you choose a different password than your Carleton ID for improved security. Click the Log In button Key Things to Know About WordPress WordPress organizes content in 2 main areas: Pages and Posts . You can add text, images, forms, featured images, etc. to both. The main difference between these two modes are: Posts are time-based in reverse chronological order (similar to a blog, with an author and published date visible). Posts can be displayed in one main page or organized by category Pages are timeless and can be organized/visible through Menu navigation or links. Pages can be organized as child and parent pages in a navigational menu . How-to Guides WordPress Support Guides: Dashboard, Media and Publishing Overview of different Block types Creating WordPress Pages Creating and editing menus and navigation How to add additional users Questions? If you have any questions or run into any issues, please use the Report Issue button (located at the top-right) and select Academic website request (CarlSites) under Website Request Type . Acknowledgment Created by Paul Claudel Izabayo '25, Thu 3/23/23, last modified 4/11/23"
Moodle Dashboard,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=146409,"Overview Moodle Dashboard is the first page you see when you log into Moodle. You may find that the navigation drawer ( ) is either expanded or collapsed. Default Dashboard Occasionally, you may see some updates at the top of the dashboard. Those updates are used for Carleton Moodle-wide announcements but are removed after a short while. If no updates are posted, the default dashboard shows a calendar. Configuring your Dashboard You do have the ability to customize your dashboard in a number of ways. Click toggle the Edit Mode button, to turn editing mode on. Click on Add a Block. In the drop down menu, choose a block type that you would like to add to your dashboard. If you would like to do more with the block, click the gear icon on the top left corner of the block. From there you can configure the block, delete the block or hide it. If you would like to change the order of the blocks in your dashboard, click the drag and drop icon next to the gear icon and drop the block where you would like it to be. Moodle also has sidebar blocks. On the top left hand of your dashboard page, there is an arrow symbol. Click the arrow to show the sidebar blocks. If you would like to edit the sidebar blocks, do it as you would for dashboard blocks (follow the steps above). Questions? Click on the Request Service button on the upper right of this page. Acknowledgements Created by Em Palencia, Sun 9/4/22.  Last modified by Paul Claudel Izabayo '25, Wed 03/22/23."
Moodle: How to Set Up Personal Pronouns,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=145218,"Overview Using someone’s correct personal pronouns is a way to respect them and create an inclusive environment. With the recent Moodle 3.11 upgrade, any logged-in user can easily edit and share their personal pronouns in Moodle. Step-by-step Guide Select your profile Access your profile from the drop down menu under your name in the top right corner of the Moodle window. Click on the Edit Profile link Scroll down to the Carleton section Click on the Carleton section name to expand it. Find the Personal Pronouns option and edit as desired. This empty box is a text field, so you are able to type in any and all pronouns you identify with. Update Profile Scroll to the bottom of the page and click the blue Update profile button References Learn more about pronouns using the following links. Carleton's Gender and Sexuality Center: Using Pronouns External reference: mypronouns.org Questions? Click on the Report Issue button on the upper right of this page. Acknowledgments Created by Em Palencia, Fri 7/22/22. Last modified Fri 8/5/22."
Moodle: Making grades visible to students,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=150038&SIDs=11680,"Overview The Gradebook in Moodle is hidden to students by default and will need to be made visible once it's ready to be seen. This article will explain briefly how to make your gradebook visible. Quick Guide In the top left corner of your main course page, click the Course Management button to access the Course Dashboard. Under the Course Settings column, select Edit course settings at the top. Under the Appearance section, you will see Show gradebook to students . Switch this to Yes . If you want to hide your gradebook again, switch this back to No . Click the blue Save and Display button at the bottom of the screen. Questions? Click on the Request Service button on the upper right of this page. Acknowledgement Created by Em Palencia, Thurs 3/2/23."
Moodle: Making your Course Visible to Students,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=148507,"Overview Moodle courses by default are invisible to students and will need to be made visible once the course is ready to be seen. This article will explain briefly how to manage your course's visibility. Quick Guide In the top left corner of your main course page, click the Course Management button to access the Course Dashboard. Under the Course Settings column, select Edit course settings at the top. Under the General section, you will see Course visibility . Switch this to Show . If you want to hide your course again, switch this back to Hide . Be sure to properly set the Course start date to allow students to see your course Click the blue Save and Display button at the bottom of the screen. Video Demonstration For a live demonstration, watch this video .​​​​​​​ Questions? Click on the Request Service button on the upper right of this page. Acknowledgement Created by Aleksander Prasolov, Mon 1/9/23."
Moodle: Course Settings,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=134591,"A teacher, or other users with the update course settings permission, can enter the Course settings menu by clicking on Edit Settings . On Fordson ( Do not force) , this is via the buttons Course Management section (the icon in the top-left). On Moove and Carleton Boost, this is via the Actions menu (the icon in the top-right). Table of content General Description Course format Appearance Files and uploads Completion tracking Groups General Course full name - This is the name of the course. It is displayed as a link on course lists on the Dashboard and in reports. Short name - This field contains the discipline, course number, section, and term.  It is not editable by Teachers because it is used to automatically enroll students. Course category - This setting is used to organize the course catalog and is also not editable by teachers. Course start date - This should be set to the Sunday prior to the start of classes. This along with the Course End Date control when a course appears in the ""Current Courses"" section of the Course Overview block on the Moodle Dashboard. Course end date - An end date may be specified, although this does not affect students' access to the course. Course visibility - Here you can ""hide"" your course completely. It will not appear in the list of courses, except for managers, course creators, teachers and any other users with the view hidden courses capability. Even if students try to access the course URL directly, they will not be allowed to enter. Course ID number - This is also used to ensure students and instructors get enrolled in the appropriate courses.  It is also not editable by teachers. Description Course Summary - The summary appears on the course listings page and appears in the Course/Site description block. Course summary files - An image may be attached to the course summary. They will be accessible by anyone from outside of the course just like the course name and/or summary. This image will also display in the graphic part of the course tile when looking at the Course Overview block on the Moodle Dashboard. Course format Format - Choose from a number of interesting formats . Hidden sections - This option allows you to decide how the hidden sections in your course are displayed to students. By default, a small area is shown (in collapsed form, usually grey) to indicate where the hidden section is, though they still cannot actually see the hidden activities and texts. This is particularly useful in the Weekly format, so that non-class weeks are clear, or if you have quizzes you don't want your students to see. ( TIP: If you choose, these non-available items can be completely hidden, so that students do not even know that sections or an activity in the course are hidden.) Course layout The Course layout setting determines whether the whole course is displayed on one page or split over several pages. The setting currently applies to the topics and weekly core course formats and contributed collapsed topics course format only. Teachers choose from the drop-down whether they wish to ""show all sections on one page"" in the familiar scrolling format, or ""show one section per page"". If one section per page is selected, the course page is abbreviated to a list of links to individual sections. If an individual section is shown, the next and previous sections may be accessed via links above and below the section. Appearance Force theme - You may change the overall theme of the course page . Force language - If you force a language in a course, the interface of Moodle in this course will be in this particular language, even if a student has selected a different preferred language in their personal profile. Number of announcements - How many news items should show the Latest announcements block. Set it to 0 and ""Latest news"" block will not appear. The Latest News block relies on the use of the announcement forum. News posted in other forums do not display in the latest News block Show gradebook to students - Here, you can decide if students have access to the gradebook. If your course doesn't use graded activities, it makes sense to disable this option. If grades are used and this link is disabled, students can still see their grades in the activity itself, such as an assignment. Show activity reports - Here you can decide whether to show students their activity reports. Doing so places a load on the server, which is why the setting is disabled by default. Files and uploads Here you can decide the largest size of file that students can upload to a course. The site administrator will determine sizes available for the teacher to select. Completion tracking Completion tracking must be enabled for Activity completion. Course completion criteria may also be based upon Activity completion values found in the activity's settings. Groups Group mode - Here you can define the group mode at the course level by a pull-down menu. ""No groups"", ""Separate groups"" and ""Visible groups"" are the choices. The selected setting will be the default group mode for all activities defined within that course. The group setting can affect what users see in the participants list and who they can interact with in different activities. Force - If the group mode is ""forced"" at a course level, then this particular group mode will be applied to every activity in that course. This will override any activities that may have a special group setting. Default grouping - If groupings are enabled, a default grouping for course activities and resources may be set. See this article for information on how to create Groups and Groupings and how to add users to Groups . Questions? Click on the Request Service button on the upper right of this page. Acknowledgments Created by Carly Born, Fri 7/23/21. Last modified by Sam Johnson-Lacoss '24, Mon 9/12/22."
"Moodle: Course Themes, Formats, and Blocks",https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=136312&SIDs=11520,"Moodle gives you several ways to change the way you can organize your course page.  Each of these can be mixed and matched, for the most part. Below are links to the features that are available on the Carleton Moodle server. Themes Themes will change the color scheme and sometimes the layout of your course page. Below are the available themes in Moodle. To change the theme of your Moodle course, click the Course management button ( ) > click the Edit course settings link > expand the Appearance section > choose an option in the Force theme drop down > scroll to the bottom of the page and click Save and display. Fordson - The current default theme for Moodle at Carleton. Carleton Boost - The past default theme for Moodle at Carleton, with a simple and familiar look MOOVE - An intuitive UI design with special options for visual accessibility in the bottom-left corner No not force - This option keeps the default theme for Moodle at Carleton. Course Formats Course formats can change the layout of the sections on your course and come in a wide variety of styles. Weekly format is the default for all course pages.  Dates for each section are calculated from the Course Start Date, which can be found in the Course settings. You can change your course format by clicking the Course management button ( ) > Edit course settings > expand the Course format section > choose an option in the Format drop down > scroll to the bottom of the page and click Save and display. Topics format - Similar to Weekly, but rather than labeled by date sections are labeled Topic 1, Topic 2, etc. Buttons format - The Buttons Course Format in Moodle shows one section at a time, and uses button icons to select the viewed section. Flexible Sections format - This format allows for collapsable and nestable sections. Edwiser Course Formats - Edwiser course formats displays topics in either a list or a cards format. Tiles - This format displays topics as expandable tiles on the course's main page. Blocks Blocks are displayed as boxes on right sidebar of the page. As students , you can add/remove Blocks on your Moodle Dashboard. As instructors or course editors, you can add/remove Blocks on your Moodle Dashboard and your Course page. For Students and Instructors : To add Blocks to your Moodle Dashboard , click on the Customise this page button (top-right of screen in the header image) > click the Add a Block option (in the navigation drawer ) > choose one of the Block options > Configure the block using the gear ( ) icon. For Instructors or Course editors only: To add Blocks to your Course page, click the Turn editing on button ( ) > click the Add a Block option (in the navigation drawer ) > choose one of the Block options > Configure the block using the gear ( ) icon. For more information, view the dedicated Blocks article . Questions? Click on the Request Service button on the upper right of this page. Acknowledgment Created by Carly Born, Fri 7/30/21. Last modified by Em Palencia, Sun 9/4/22."
Moodle: Import Course Materials,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=135859&SIDs=11522,"Course activities and resources may be imported from any other course that the instructor has editing permissions in. This will allow teachers to re-use course materials instead of re-creating activities or resources. Import course data process is similar to a backup/restore process and does not include any student data. ⚠️ Each time you import from a course that contains quiz questions, it will import the entire question bank every time. This can lead to excessive duplication in the Question Bank. How to import activities or resources ℹ️ Start from the course you wish to import content to . You must be a Teacher on both course sites . From your new course page , click the Course Management ( icon) button in the top left of the navigation bar Under Course Settings , click on the Import link. Select or search for the course you wish to import from Click Continue . You will be presented with the ""Import settings"" page Use Jump to the final step to quickly import everything . Or select specific items by type and click Next . You should see the ""Import complete. Click continue to return to the course."" Acknowledgement Created by Carly Born, Fri 7/23/21."
Moodle: Setting up the Gradebook,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=135898&SIDs=11521,"Contents Setting up the gradebook Accessing the gradebook setup menu Creating grade items Creating grade categories Moving grade items into categories Assigning weights to your categories or grade items Show gradebook to students Additional Resources Setting up the gradebook Accessing the gradebook setup menu To access the gradebook setup menu from your course page: Enter the Gradebook setup menu under the Course settings column. On Fordson ( Do not force) , this is via the Course Management section (the icon in the top-left). On Moove and Carleton Boost, this is via the Actions menu (the icon in the top-right). Creating grade items Activities that receive grades, such as Assignments, Quizzes, or possibly Forums, automatically create entries into the gradebook, but you can also add additional grade items to include activities that happen outside of Moodle. To add a grade item: At the bottom of the page, click the Add grade item button Fill in the following information Item name Grade type This changes how you will grade the item. Picking ""Value"" sets it to standard point value grading (Ex: score/100) Maximum/Minimum grade Weight By default, grade items are weighted by their maximum grade. However, by checking ""Weight adjusted"", you can change the grade item's weight to be higher or lower. Grade category Click ""Save changes"" at the bottom of the screen Creating grade categories A grade category is useful to help organize similar assignments in the gradebook. For example, you can create a large ""Quiz"" category that holds every quiz given in the course for easy viewing. At the bottom of the page, click the Add Category button Enter a name for your category (e.g. ""Quizzes"") Click ""Save changes"" at the bottom of the screen Moving grade items into categories Check the box in the Select column of any of the grade items you wish to move At the bottom of the screen, pick a category from the ""Move selected items to"" drop-down menu The page will reload and move your grade items into the category you selected Assigning weights to your categories or grade items The gradebook will automatically calculate relative grade weights based on the maximum grade values of each grade item, but you can override those weights and enter your own on either categories or individual grade items. In the Weights column, check the box to the left of any category/grade item weight you would like to override Enter the relative weight out of 100 you wish to assign to that item Repeat this for any other Categories or Grade Items you wish to customize. Weights at each tier of the gradebook should add up to 100. If your weights do not add up to 100, Moodle will adjust the weights so that they do. When all weights are assigned, scroll to the bottom of the list and click the ""Save changes"" button in the lower left. Show gradebook to students The gradebook is not visible to the students by default. If you wish to make it visible to students: Enter the Edit Settings menu to access the Course settings page. On Fordson ( Do not force) , this is via the Course Management section (the icon in the top-left). On Moove and Carleton Boost, this is via the Actions menu (the icon in the top-right). Under the Appearance section, set Show gradebook to students to Yes Additional Resources To see the gradebook setup explained in a video, please watch this brief tutorial . Questions? Click on the Report Issue button on the upper right of this page. Acknowledgement Created by Carly Born, Fri 7/23/21. Last modified by Sam Johnson-Lacoss '24, Mon 9/12/22."
Moodle: Working with Media,https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=141011,"Contents Adding media to the course page Labels Files Media Hosting Panopto Adding media to the course page There are a few ways to add media directly to your Moodle course page depending on how you want it to appear. Labels Labels are used to add media to your course page which can be seen without needing to open it. Since labels are essentially text boxes, media can usually be added to other text boxes using Method 2. Method 1 - Drag and drop Turn editing on for your course page Drag and drop your media from wherever it is saved on your computer (Desktop/File Explorer/Browser Downloads) You will be given two options: ""Add media to course page"" which creates a label displaying your image; and ""Create file resource"" which adds your image as a file to be opened For this method, select ""Add media to course page"" Your media will be automatically added as a label Method 2 - Manually create a label Turn editing on for your course page Click ""Add an activity or resource"" and select Label For Images While editing the label, click the icon in the text box toolbar Either paste the image's URL or select ""Browse repositories"" and upload your image Either write a description for the image or check ""This image is decorative only"" Use the size boxes to scale the image to your preference Keep ""Auto size"" on unless you want to stretch the image. Click ""Save image"" For Videos To record and attach a short video on the spot, click the icon To attach an existing video, click the icon in the text box toolbar Go to the video tab, and either paste the video's URL or select ""Browse repositories"" and upload your video URLs include YouTube and Vimeo You may also embed videos hosted elsewhere in the label's HTML by clicking the icon Under ""Display options"", you can add a title and adjust the size of the video Click ""Insert media"" For Audio To record and attach a short audio file on the spot, click the icon To add an existing audio file, click the icon in the text box toolbar Go to the audio tab, and either paste the audio's URL or select ""Browse repositories"" and upload your audio Under ""Display options"", you can add a title Click ""Insert media"" Click ""Save and return to course"" Note : To edit media in a label, go to the label's ""Edit settings"" page: if it's an image, double-click it; if it's a video/audio file, highlight it and click the icon. Files Files are used to add media to your course page as a file to be opened/downloaded by a student. Method 1 - Drag and drop Turn editing on for your course page Drag and drop your media from wherever it is saved on your computer (Desktop/File Explorer/Browser Downloads) You will be given two options: ""Add media to course page"" which creates a label displaying your image; and ""Create file resource"" which adds your image as a file to be opened For this method, select ""Create file resource"" Your media will be automatically added as a file The default display method upon clicking this file is determined by your course's default display option. To change this for your file, go to its ""Edit settings"" page and under the ""Appearance"" section, pick a display method from the drop-down menu. Method 2 - Manually create a file​​ Turn editing on for your course page Click ""Add an activity or resource"" and select File ​Upload your media to the file box. Under the ""Appearance"" section, pick a display method from the drop-down menu Click either ""Save and return to course"" or ""Save and display"" Media Hosting Panopto Pantopto can be used in your Moodle page to host videos.There are two options for adding Panopto videos: To add a Panopto video as a course page resource: Turn editing on for your course page Click ""Add an activity or resource"" and select Insert Panopto video Then, click ""Select content"" To insert Panopto videos into any text box: Click the green Panopto icon on the toolbar Select ""Insert Panopto Video"" After following either of these methods, you will see a screen which prompts you with three choices: Choose, Upload, and Record Choose : If you have already uploaded your video to Panopto separately, select it here Upload : If you have the video file on your computer, either drag and drop it or upload it here Record : You can record yourself/capture your screen from this menu either from your browser or the Panopto desktop application After you select a video, a ""Video Embed Options"" section will appear where you can adjust aspect ratio, height/width, and the starting time stamp. Once you're done, click ""Insert"", then ""Save and return to course"" / ""Save and display"". Questions? Click on the Report Issue button on the upper right of this page. Acknowledgements Created by Aleksander Prasolov '24, Thu 1/27/22. Last modified Thu 2/10/22."
"Moodle: Course Themes, Formats, and Blocks",https://stolafcarleton.teamdynamix.com/TDClient/2092/Carleton/KB/ArticleDet?ID=136312,"Moodle gives you several ways to change the way you can organize your course page.  Each of these can be mixed and matched, for the most part. Below are links to the features that are available on the Carleton Moodle server. Themes Themes will change the color scheme and sometimes the layout of your course page. Below are the available themes in Moodle. To change the theme of your Moodle course, click the Course management button ( ) > click the Edit course settings link > expand the Appearance section > choose an option in the Force theme drop down > scroll to the bottom of the page and click Save and display. Fordson - The current default theme for Moodle at Carleton. Carleton Boost - The past default theme for Moodle at Carleton, with a simple and familiar look MOOVE - An intuitive UI design with special options for visual accessibility in the bottom-left corner No not force - This option keeps the default theme for Moodle at Carleton. Course Formats Course formats can change the layout of the sections on your course and come in a wide variety of styles. Weekly format is the default for all course pages.  Dates for each section are calculated from the Course Start Date, which can be found in the Course settings. You can change your course format by clicking the Course management button ( ) > Edit course settings > expand the Course format section > choose an option in the Format drop down > scroll to the bottom of the page and click Save and display. Topics format - Similar to Weekly, but rather than labeled by date sections are labeled Topic 1, Topic 2, etc. Buttons format - The Buttons Course Format in Moodle shows one section at a time, and uses button icons to select the viewed section. Flexible Sections format - This format allows for collapsable and nestable sections. Edwiser Course Formats - Edwiser course formats displays topics in either a list or a cards format. Tiles - This format displays topics as expandable tiles on the course's main page. Blocks Blocks are displayed as boxes on right sidebar of the page. As students , you can add/remove Blocks on your Moodle Dashboard. As instructors or course editors, you can add/remove Blocks on your Moodle Dashboard and your Course page. For Students and Instructors : To add Blocks to your Moodle Dashboard , click on the Customise this page button (top-right of screen in the header image) > click the Add a Block option (in the navigation drawer ) > choose one of the Block options > Configure the block using the gear ( ) icon. For Instructors or Course editors only: To add Blocks to your Course page, click the Turn editing on button ( ) > click the Add a Block option (in the navigation drawer ) > choose one of the Block options > Configure the block using the gear ( ) icon. For more information, view the dedicated Blocks article . Questions? Click on the Request Service button on the upper right of this page. Acknowledgment Created by Carly Born, Fri 7/30/21. Last modified by Em Palencia, Sun 9/4/22."
